Index,User,Text,Resistance Labels,,
C_694b06e3bbdc4c129748dc2e0abc0fce,1,"Hi, are you interested in renting this property? I'm asking $3200",,,
C_694b06e3bbdc4c129748dc2e0abc0fce,0,Yes.. I am thinking about getting a a house. Is it near all the stores and groceries?,Information Inquiry-Contesting,,
C_694b06e3bbdc4c129748dc2e0abc0fce,1,"Yes, it's very conveniently located in a great neighbourhood.",,,
C_694b06e3bbdc4c129748dc2e0abc0fce,0,Great. It looks nice from the outside. Has it been updated?,Information Inquiry-Contesting,,
C_694b06e3bbdc4c129748dc2e0abc0fce,1,Yes it was completely remodeled recently. Everything is brand new.,,,
C_694b06e3bbdc4c129748dc2e0abc0fce,0,Wow.. nice. Can you go lower like $2800?,Hesitance-Hesitance,,
C_694b06e3bbdc4c129748dc2e0abc0fce,1,I could go down to 3000. It's in an awesome neighbourhood right near Alamo and the BART.,Hesitance-Hesitance,,
C_694b06e3bbdc4c129748dc2e0abc0fce,0,How about $2900 and I will rent it for at least 2 years,Personal Choice-Empowerment,,
C_694b06e3bbdc4c129748dc2e0abc0fce,1,$2950 and you've got yourself a deal,Hesitance-Hesitance,,
C_694b06e3bbdc4c129748dc2e0abc0fce,0,Great! thanks!,,,
C_8d433f2deccc4176830622217a86c456,1,Thanks for viewing the listing.,,,
C_8d433f2deccc4176830622217a86c456,0,No problem. I'm interested. Do you have any one bedroom apartments?,Information Inquiry-Contesting,,
C_8d433f2deccc4176830622217a86c456,1,"Yes, we do have one bedroom apartments. Any other questions?",,,
C_8d433f2deccc4176830622217a86c456,0,"Well, the price is pretty high, can we bring it down to a more reasonable price. It's just me and 1875 is too steep for me.",Hesitance-Hesitance,,
C_8d433f2deccc4176830622217a86c456,1,How would $1800 work? Or would you need lower?,Hesitance-Hesitance,,
C_8d433f2deccc4176830622217a86c456,0,"Still way too high. I was thinking 1,100.",Hesitance-Hesitance,,
C_8d433f2deccc4176830622217a86c456,1,I can't go as low as $1100. What about $1500?,Hesitance-Hesitance,,
C_8d433f2deccc4176830622217a86c456,0,The most I can go is 1300.,Self Assertion-Empowerment,,
C_8d433f2deccc4176830622217a86c456,1,$1350 and we have a deal,Hesitance-Hesitance,,
C_8d433f2deccc4176830622217a86c456,0,We can do that.,,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,"hello, would you take 10k for this?",Hesitance-Hesitance,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,"No, I'm sorry that is just too low for a car in this condition",Counter Argumentation-Contesting,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,I see you are selling at the blue book value. what is your bottom dollar?,Hesitance-Hesitance,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,Here's the deal. If you can meet up with me tomorrow morning and we take care of the paperwork. I can let it go for 19000.,Personal Choice-Empowerment,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,"If you can let it go for 15000, you have a deal.",Hesitance-Hesitance,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,"18500 and I'll have it detailed, full tank of gas, everything ready for you to take off with immediately",Personal Choice-Empowerment,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,"No, that is still too high. 16,000 is about as high as I want to go.",Self Assertion-Empowerment,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,"16,000 cash in hand?",Personal Choice-Empowerment,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,"Yes, cash in hand.",,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,done,,,
C_669dfa75876e4d0a9f706c45936ed1b3,0,"Ok, great! We have a deal!",,,
C_669dfa75876e4d0a9f706c45936ed1b3,1,"yes, see you tomorrow then",,,
C_1a3c2257528941f7b05d14363c59fe8a,0,how long have you had them?,Information Inquiry-Contesting,,
C_1a3c2257528941f7b05d14363c59fe8a,1,Not long at all  - they are in mint condition!,,,
C_1a3c2257528941f7b05d14363c59fe8a,0,do you have the original box?,Information Inquiry-Contesting,,
C_1a3c2257528941f7b05d14363c59fe8a,1,I have all of the original packing supplies - I am moving and just won't need them which is why I selling them at such steal.,,,
C_1a3c2257528941f7b05d14363c59fe8a,0,Will you take $87 for them?,Hesitance-Hesitance,,
C_1a3c2257528941f7b05d14363c59fe8a,1,"I appreciate the  offer, but I can't sell for less than 170 ( they cost me 295!)",Self Assertion-Empowerment,,
C_1a3c2257528941f7b05d14363c59fe8a,0,"But they're used so $170 is a little too high. Taking into consideration the fact that they're used, I think $100 sounds fair enough",Counter Argumentation-Contesting,,
C_1a3c2257528941f7b05d14363c59fe8a,1,"I've gt some other folks interested, so if you can't do 170 I understand completely. I'll do it for 160 though if you want to pull the trigger now",Personal Choice-Empowerment,,
C_1a3c2257528941f7b05d14363c59fe8a,0,I can pay you $120 cash right now but that's my final offer,Self Assertion-Empowerment,,
C_1a3c2257528941f7b05d14363c59fe8a,1,I'll do 150 and we can just end this now and move on,Hesitance-Hesitance,,
C_1a3c2257528941f7b05d14363c59fe8a,0,150 works,,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,"Hi, I am intersted in the Prius",,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"Hi,awesome, I'm looking to sell it to someone who'll appreciate it as much as I do. Do you have any questions for me?",,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,"Yes, What is the advanced package?",Information Inquiry-Contesting,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"Really neat leather seats, perfect for winter, an auto dimming rear view mirror that comes in handy especially at night as well as an enhanced entune and JBL stereo that was my favorite feature in the car",,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,"Ok, when was the last time it was serviced and has it had any major issues?",Source Derogation-Contesting,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"Absolutely no major issues at all, no accidents (you can verify this with carfax) and I've been really good about servicing it, it just got serviced at the Toyota dealership",,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,Would you be willing to come down in price? How about 19500?,Hesitance-Hesitance,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"19k is a little too low for this particular car but I can knock off one grand for you and do 20,900",Hesitance-Hesitance,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,I've got 19700 cash!,Hesitance-Hesitance,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"I've got 2 other offers giving me way more than 19700-cash payments too.I do want to sell it to you so if you bump it up, we can close this deal now",Hesitance-Hesitance,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,"I really like the color so I would be willing to go 20,000.",Hesitance-Hesitance,,
C_1c172e19e88f4a28a0f715cc105bc20d,1,"20,000 it is. deal.",,,
C_1c172e19e88f4a28a0f715cc105bc20d,0,great!,,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,Hello!,,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,selling for 3000,,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,3000 is a little steep. lets drop it down a bit.,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,how about the 2900,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,i can do 1400 without utilities,Personal Choice-Empowerment,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,thats under half poor cost ilose all the way around,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,well lets meet somewhere closer then how about 1700 with utilities.,Personal Choice-Empowerment,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,it would have to be no lesser than 2500 with all barriers covered,Personal Choice-Empowerment,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,2500 is way too high. thats only 500 less. im sure you can get it lower. lets do 1950 solid.,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,we all lose on that price 2200,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,0,2000 with all bases covered. i lose more than you lose.,Hesitance-Hesitance,,
C_8cb9847cb230413d8eeec73c0f0e7166,1,deal,,,
C_7eea6982fc274b96a91556ffdd0d822e,0,hi I am interested in your Nissan,,,
C_7eea6982fc274b96a91556ffdd0d822e,1,You've got great taste in cars. This was my baby but it needs a new owner and I would love to sell it to you. Got any questions for me?,,,
C_7eea6982fc274b96a91556ffdd0d822e,0,"Why are you selling her, does she need any repairs?",Source Derogation-Contesting,,
C_7eea6982fc274b96a91556ffdd0d822e,1,She just doesn't suit my needs anymore - My family has grown by 2 so we need something reasonable and practical. No repairs needed at all. I've taken GREAT care of her!!,,,
C_7eea6982fc274b96a91556ffdd0d822e,0,She is a beauty I can give you 5600 for her.,Hesitance-Hesitance,,
C_7eea6982fc274b96a91556ffdd0d822e,1,Yes she is which is why I know her value and 5600 is way too low for her. I can knock off  500 and sell her to you for 8K,Hesitance-Hesitance,,
C_7eea6982fc274b96a91556ffdd0d822e,0,The most I can pay is 7k,Self Assertion-Empowerment,,
C_7eea6982fc274b96a91556ffdd0d822e,1,I'm sorry but 7k is too low. Make it 7500 and you have a deal. Its quite a steal at 7500.,Hesitance-Hesitance,,
C_7eea6982fc274b96a91556ffdd0d822e,0,Ok I will give you 7500,,,
C_7eea6982fc274b96a91556ffdd0d822e,1,Deal. Nice doing business with you,,,
C_c4e98da6447443e7966f2c38bb660e3d,0,hello,,,
C_c4e98da6447443e7966f2c38bb660e3d,1,"Hi, how are you doing today?",,,
C_c4e98da6447443e7966f2c38bb660e3d,0,"im doing well, lets talk about this tv.",,,
C_c4e98da6447443e7966f2c38bb660e3d,1,Alright great.  So do you need a large TV?,,,
C_c4e98da6447443e7966f2c38bb660e3d,0,i do. im also on a budget. how much is this tv,Information Inquiry-Contesting,,
C_c4e98da6447443e7966f2c38bb660e3d,1,"Great I am asking 575 for the TV, what is your budget like?",,,
C_c4e98da6447443e7966f2c38bb660e3d,0,im looking at below 200 ideally,Hesitance-Hesitance,,
C_c4e98da6447443e7966f2c38bb660e3d,1,Whoa that's really low for a TV like this!  It's also brand new...,Counter Argumentation-Contesting,,
C_c4e98da6447443e7966f2c38bb660e3d,0,"i get it. but its also not a common brand. Ive had vizios before that broke. thats why im not willing to dish out more than 300 for it. for about 350, ill take it off your hands.",Hesitance-Hesitance,,
C_c4e98da6447443e7966f2c38bb660e3d,1,"Did you know that they also come with the manufacturer warranty and guarantee?  This is possible because I still have the receipt, can you pay 450?",Personal Choice-Empowerment,,
C_c4e98da6447443e7966f2c38bb660e3d,0,"with warranty, id give about 385.",Personal Choice-Empowerment,,
C_c4e98da6447443e7966f2c38bb660e3d,1,"How about 400 because I payed almost 600 for this tv?  You won't find a better deal anywhere else, what do you say friend?",Hesitance-Hesitance,,
C_c4e98da6447443e7966f2c38bb660e3d,0,ill pay 390 and ill pick it up.,Personal Choice-Empowerment,,
C_c4e98da6447443e7966f2c38bb660e3d,1,Okay but I get to keep the warranty! ;P,Personal Choice-Empowerment,,
C_c4e98da6447443e7966f2c38bb660e3d,0,done.,,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,1,"hello, are you interested in this gorgeous, antique table?",,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,0,"Yes, it's quite beautiful, but it's a little expensive... Would you be willing to go lower?",Hesitance-Hesitance,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,1,what price were you thinking?,,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,0,Is $70 too low?,Hesitance-Hesitance,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,1,"I can take 100, if you pick up.",Personal Choice-Empowerment,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,0,Does it come with any chairs?,Information Inquiry-Contesting,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,1,"It doesn't come with any chairs but, I do have some chairs I was going to throw out that went with another table that I will give you until you find matching ones for this table.",Personal Choice-Empowerment,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,0,"Will you take $90 for the old chairs, the table, and me coming to pick it up?",Personal Choice-Empowerment,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,1,"90 will work for me, pick up tonight at 7?",,,
C_d1864a9e7ac34eb6afd4cb39cc4f1469,0,"Sounds good, I will see you then!",,,
C_fbe112da1a294d9d9093bf285aca0d93,1,Hi,,,
C_fbe112da1a294d9d9093bf285aca0d93,0,Yes I am interested in your iPhone.,,,
C_fbe112da1a294d9d9093bf285aca0d93,1,"Great. I'm selling it for $375, but there's a little room to negotiate.",Hesitance-Hesitance,,
C_fbe112da1a294d9d9093bf285aca0d93,0,Great. Is there any scratches?,Source Derogation-Contesting,,
C_fbe112da1a294d9d9093bf285aca0d93,1,No. It's fully functional and in great condition.,,,
C_fbe112da1a294d9d9093bf285aca0d93,0,Does it come with a sim card?,Information Inquiry-Contesting,,
C_fbe112da1a294d9d9093bf285aca0d93,1,Yeah. It's with AT&T. It comes with 64gb RAM too.,,,
C_fbe112da1a294d9d9093bf285aca0d93,0,I want to make an offer of $325.,Hesitance-Hesitance,,
C_fbe112da1a294d9d9093bf285aca0d93,1,"I was hoping to get a little more for it, if at all possible.",Hesitance-Hesitance,,
C_fbe112da1a294d9d9093bf285aca0d93,0,How about $350?,Hesitance-Hesitance,,
C_fbe112da1a294d9d9093bf285aca0d93,1,Great! Sold for $350,,,
C_63300d2af24e49549f0e3db6390b1756,1,"Hi, are you interested in this item?",,,
C_63300d2af24e49549f0e3db6390b1756,0,Yes I am. Are they still avaible?,,,
C_63300d2af24e49549f0e3db6390b1756,1,Yes.,,,
C_63300d2af24e49549f0e3db6390b1756,0,"Ok great. I have Verizon, will the phones be able to be activated with my service?",Information Inquiry-Contesting,,
C_63300d2af24e49549f0e3db6390b1756,1,"Yes, but I should warn you that there is a little damage to the phone. It is still in pretty good condition though.",,,
C_63300d2af24e49549f0e3db6390b1756,0,Yes I read that in your description. They both still look good though. Do either phones have a charger with them?,Information Inquiry-Contesting,,
C_63300d2af24e49549f0e3db6390b1756,1,Yes and I will give it to you at no additional cost.,,,
C_63300d2af24e49549f0e3db6390b1756,0,Perfect. So I really need these phones today. Will you $85 if I come pick them up from you?,Personal Choice-Empowerment,,
C_63300d2af24e49549f0e3db6390b1756,1,"Yes, that works for me.",,,
C_63300d2af24e49549f0e3db6390b1756,0,Ok awesome thanks,,,
C_63300d2af24e49549f0e3db6390b1756,1,No problem,,,
C_a35f1ecffa37459899c62f92838cb7dd,0,Hi. How old is this rug?,Source Derogation-Contesting,,
C_a35f1ecffa37459899c62f92838cb7dd,1,"Family heirloom, purchased new in the 1940's. A real antique.",,,
C_a35f1ecffa37459899c62f92838cb7dd,0,Are there any stains on it? Any rips or tears,Source Derogation-Contesting,,
C_a35f1ecffa37459899c62f92838cb7dd,1,Nope. Excellent condition.,,,
C_a35f1ecffa37459899c62f92838cb7dd,0,The Ad says like new condition,,,
C_a35f1ecffa37459899c62f92838cb7dd,1,"Yes, that is correct.",,,
C_a35f1ecffa37459899c62f92838cb7dd,0,"Okay, cause you just said excellent.  Would you do $250 for this?",Hesitance-Hesitance,,
C_a35f1ecffa37459899c62f92838cb7dd,1,I can do $265. Does that work for you?,Hesitance-Hesitance,,
C_a35f1ecffa37459899c62f92838cb7dd,0,"Sure, you got a deal",,,
C_a35f1ecffa37459899c62f92838cb7dd,1,"Sounds great, thanks!",,,
C_fd3a447f42a24687b3a31c246dac6ccc,0,"Hi, how old is this piano?",Information Inquiry-Contesting,,
C_fd3a447f42a24687b3a31c246dac6ccc,1,It is about a year old. It's in great shape!,,,
C_fd3a447f42a24687b3a31c246dac6ccc,0,Is there any scratches on it? How often was it used?,Source Derogation-Contesting,,
C_fd3a447f42a24687b3a31c246dac6ccc,1,There are no scratches. it was kept covered. It has only been used a few times.,,,
C_fd3a447f42a24687b3a31c246dac6ccc,0,Was this used by an adult or a child?,Information Inquiry-Contesting,,
C_fd3a447f42a24687b3a31c246dac6ccc,1,It was supposed to be for a child but she decided to take up the saxaphone instead so it has been mostly stored away.,,,
C_fd3a447f42a24687b3a31c246dac6ccc,0,I can do $275 for it.,Hesitance-Hesitance,,
C_fd3a447f42a24687b3a31c246dac6ccc,1,It comes with a lot of extras so I would like at least 300 for it.,Hesitance-Hesitance,,
